,subjectGroup,subject,age,sex,education,handedness,TaskName,BlockNumber,stimPos,stim1,stim2,left,right,MATCHkey,RT,correct,TaskType,Association,Condition
413291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,octagon,5,8,Y1_k,660,1,RG_incongruent,self1,incongruent
437291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,octagon,5,8,Y1_k,485,1,RG_incongruent,self1,incongruent
438291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,octagon,5,8,Y1_k,475,1,RG_incongruent,self1,incongruent
455291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,octagon,5,8,Y1_k,654,1,RG_incongruent,self1,incongruent
457291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,octagon,5,8,Y1_k,563,1,RG_incongruent,self1,incongruent
466291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,octagon,5,8,Y1_k,610,1,RG_incongruent,self1,incongruent
470291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,octagon,5,8,Y1_k,506,1,RG_incongruent,self1,incongruent
498291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,octagon,5,8,Y1_k,494,1,RG_incongruent,self1,incongruent
521381,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,octagon,5,8,Y1_k,551,1,RG_incongruent,self1,incongruent
542311,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,octagon,5,8,Y1_k,489,1,RG_incongruent,self1,incongruent
546291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,octagon,5,8,Y1_k,470,1,RG_incongruent,self1,incongruent
555291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,octagon,5,8,Y1_k,478,1,RG_incongruent,self1,incongruent
560291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,octagon,5,8,Y1_k,467,1,RG_incongruent,self1,incongruent
386291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,octagon,rhomboid,8,5,Y1_k,571,1,RG_incongruent,1self,incongruent
387291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,octagon,rhomboid,8,5,Y1_k,543,1,RG_incongruent,1self,incongruent
395291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,octagon,rhomboid,8,5,Y1_k,694,1,RG_incongruent,1self,incongruent
421371,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,octagon,rhomboid,8,5,Y1_k,592,1,RG_incongruent,1self,incongruent
426291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,octagon,rhomboid,8,5,Y1_k,617,1,RG_incongruent,1self,incongruent
459291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,octagon,rhomboid,8,5,Y1_k,629,1,RG_incongruent,1self,incongruent
463291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,octagon,rhomboid,8,5,Y1_k,677,1,RG_incongruent,1self,incongruent
465291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,octagon,rhomboid,8,5,Y1_k,486,1,RG_incongruent,1self,incongruent
478291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,octagon,rhomboid,8,5,Y1_k,524,1,RG_incongruent,1self,incongruent
492311,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,octagon,rhomboid,8,5,Y1_k,598,1,RG_incongruent,1self,incongruent
511401,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,octagon,rhomboid,8,5,Y1_k,544,1,RG_incongruent,1self,incongruent
518291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,octagon,rhomboid,8,5,Y1_k,529,1,RG_incongruent,1self,incongruent
522311,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,octagon,rhomboid,8,5,Y1_k,527,1,RG_incongruent,1self,incongruent
543291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,octagon,rhomboid,8,5,Y1_k,539,1,RG_incongruent,1self,incongruent
562311,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,octagon,rhomboid,8,5,Y1_k,504,1,RG_incongruent,1self,incongruent
40231,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,triangle,diamond,6,7,Y1_k,864,1,RG_incongruent,friend9,incongruent
41529,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,triangle,diamond,6,7,Y1_k,797,1,RG_incongruent,friend9,incongruent
41629,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,triangle,diamond,6,7,Y1_k,1036,1,RG_incongruent,friend9,incongruent
42029,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,triangle,diamond,6,7,Y1_k,721,1,RG_incongruent,friend9,incongruent
44029,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,triangle,diamond,6,7,Y1_k,691,1,RG_incongruent,friend9,incongruent
49329,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,triangle,diamond,6,7,Y1_k,702,1,RG_incongruent,friend9,incongruent
49429,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,triangle,diamond,6,7,Y1_k,765,1,RG_incongruent,friend9,incongruent
49929,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,triangle,diamond,6,7,Y1_k,711,1,RG_incongruent,friend9,incongruent
50137,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,triangle,diamond,6,7,Y1_k,712,1,RG_incongruent,friend9,incongruent
50231,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,triangle,diamond,6,7,Y1_k,689,1,RG_incongruent,friend9,incongruent
53429,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,triangle,diamond,6,7,Y1_k,620,1,RG_incongruent,friend9,incongruent
54529,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,triangle,diamond,6,7,Y1_k,737,1,RG_incongruent,friend9,incongruent
55231,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,triangle,diamond,6,7,Y1_k,564,1,RG_incongruent,friend9,incongruent
55329,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,triangle,diamond,6,7,Y1_k,566,1,RG_incongruent,friend9,incongruent
55429,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,triangle,diamond,6,7,Y1_k,567,1,RG_incongruent,friend9,incongruent
38429,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,diamond,triangle,7,6,Y1_k,687,0,RG_incongruent,9friend,incongruent
42329,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,diamond,triangle,7,6,Y1_k,818,1,RG_incongruent,9friend,incongruent
43029,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,diamond,triangle,7,6,Y1_k,786,1,RG_incongruent,9friend,incongruent
43231,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,diamond,triangle,7,6,Y1_k,718,1,RG_incongruent,9friend,incongruent
43529,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,diamond,triangle,7,6,Y1_k,620,1,RG_incongruent,9friend,incongruent
46137,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,diamond,triangle,7,6,Y1_k,875,1,RG_incongruent,9friend,incongruent
46429,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,diamond,triangle,7,6,Y1_k,702,1,RG_incongruent,9friend,incongruent
46929,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,diamond,triangle,7,6,Y1_k,710,1,RG_incongruent,9friend,incongruent
47329,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,diamond,triangle,7,6,Y1_k,767,1,RG_incongruent,9friend,incongruent
47429,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,diamond,triangle,7,6,Y1_k,687,1,RG_incongruent,9friend,incongruent
50729,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,diamond,triangle,7,6,Y1_k,760,1,RG_incongruent,9friend,incongruent
51529,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,diamond,triangle,7,6,Y1_k,818,1,RG_incongruent,9friend,incongruent
53029,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,diamond,triangle,7,6,Y1_k,780,1,RG_incongruent,9friend,incongruent
55829,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,diamond,triangle,7,6,Y1_k,594,1,RG_incongruent,9friend,incongruent
55929,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,diamond,triangle,7,6,Y1_k,608,1,RG_incongruent,9friend,incongruent
402311,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,triangle,diamond,6,7,Y1_k,864,1,RG_incongruent,friend9,incongruent
415291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,triangle,diamond,6,7,Y1_k,797,1,RG_incongruent,friend9,incongruent
416291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,triangle,diamond,6,7,Y1_k,1036,1,RG_incongruent,friend9,incongruent
420291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,triangle,diamond,6,7,Y1_k,721,1,RG_incongruent,friend9,incongruent
440291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,triangle,diamond,6,7,Y1_k,691,1,RG_incongruent,friend9,incongruent
493291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,triangle,diamond,6,7,Y1_k,702,1,RG_incongruent,friend9,incongruent
494291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,triangle,diamond,6,7,Y1_k,765,1,RG_incongruent,friend9,incongruent
499291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,triangle,diamond,6,7,Y1_k,711,1,RG_incongruent,friend9,incongruent
501371,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,triangle,diamond,6,7,Y1_k,712,1,RG_incongruent,friend9,incongruent
502311,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,triangle,diamond,6,7,Y1_k,689,1,RG_incongruent,friend9,incongruent
534291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,triangle,diamond,6,7,Y1_k,620,1,RG_incongruent,friend9,incongruent
545291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,triangle,diamond,6,7,Y1_k,737,1,RG_incongruent,friend9,incongruent
552311,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,triangle,diamond,6,7,Y1_k,564,1,RG_incongruent,friend9,incongruent
553291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,triangle,diamond,6,7,Y1_k,566,1,RG_incongruent,friend9,incongruent
554291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,triangle,diamond,6,7,Y1_k,567,1,RG_incongruent,friend9,incongruent
384291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,diamond,triangle,7,6,Y1_k,687,0,RG_incongruent,9friend,incongruent
423291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,diamond,triangle,7,6,Y1_k,818,1,RG_incongruent,9friend,incongruent
430291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,diamond,triangle,7,6,Y1_k,786,1,RG_incongruent,9friend,incongruent
432311,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,diamond,triangle,7,6,Y1_k,718,1,RG_incongruent,9friend,incongruent
435291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,diamond,triangle,7,6,Y1_k,620,1,RG_incongruent,9friend,incongruent
461371,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,diamond,triangle,7,6,Y1_k,875,1,RG_incongruent,9friend,incongruent
464291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,diamond,triangle,7,6,Y1_k,702,1,RG_incongruent,9friend,incongruent
469291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,diamond,triangle,7,6,Y1_k,710,1,RG_incongruent,9friend,incongruent
473291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,diamond,triangle,7,6,Y1_k,767,1,RG_incongruent,9friend,incongruent
474291,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,diamond,triangle,7,6,Y1_k,687,1,RG_incongruent,9friend,incongruent
507291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,diamond,triangle,7,6,Y1_k,760,1,RG_incongruent,9friend,incongruent
515291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,diamond,triangle,7,6,Y1_k,818,1,RG_incongruent,9friend,incongruent
530291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,diamond,triangle,7,6,Y1_k,780,1,RG_incongruent,9friend,incongruent
558291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,diamond,triangle,7,6,Y1_k,594,1,RG_incongruent,9friend,incongruent
559291,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,diamond,triangle,7,6,Y1_k,608,1,RG_incongruent,9friend,incongruent
29138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,pentagon,label_you,5,label_you,x,821,0,PMT1,self,match
33138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,pentagon,label_you,5,label_you,x,842,0,PMT1,self,match
48138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,pentagon,label_you,5,label_you,x,801,0,PMT1,self,match
54138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,pentagon,label_you,5,label_you,x,1042,1,PMT1,self,match
6030,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,pentagon,label_you,5,label_you,x,974,0,PMT1,self,match
6830,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,pentagon,label_you,5,label_you,x,924,1,PMT1,self,match
32138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,square,label_friend,6,label_friend,x,977,1,PMT1,friend,match
38138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,square,label_friend,6,label_friend,x,793,1,PMT1,friend,match
45138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,square,label_friend,6,label_friend,x,785,1,PMT1,friend,match
49138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,square,label_friend,6,label_friend,x,608,1,PMT1,friend,match
7430,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,square,label_friend,6,label_friend,x,830,1,PMT1,friend,match
7530,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,square,label_friend,6,label_friend,x,885,1,PMT1,friend,match
36138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,trapeze,label_9,7,label_9,x,710,1,PMT1,9,match
42138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,trapeze,label_9,7,label_9,x,585,1,PMT1,9,match
50138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,trapeze,label_9,7,label_9,x,826,1,PMT1,9,match
56138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,trapeze,label_9,7,label_9,x,837,1,PMT1,9,match
6232,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,trapeze,label_9,7,label_9,x,743,1,PMT1,9,match
6730,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,trapeze,label_9,7,label_9,x,1000,1,PMT1,9,match
28138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,kite,label_1,8,label_1,x,797,1,PMT1,1,match
39138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,kite,label_1,8,label_1,x,991,1,PMT1,1,match
46138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,kite,label_1,8,label_1,x,998,1,PMT1,1,match
55138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,kite,label_1,8,label_1,x,915,1,PMT1,1,match
6330,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,kite,label_1,8,label_1,x,1027,1,PMT1,1,match
6930,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,kite,label_1,8,label_1,x,897,1,PMT1,1,match
30138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,pentagon,label_friend,5,label_friend,x,977,1,PMT1,self,mismatch
43138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,pentagon,label_friend,5,label_friend,x,1009,1,PMT1,self,mismatch
52139,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,pentagon,label_friend,5,label_friend,x,1079,1,PMT1,self,mismatch
5931,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,pentagon,label_friend,5,label_friend,x,937,1,PMT1,self,mismatch
6530,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,pentagon,label_friend,5,label_friend,x,1182,1,PMT1,self,mismatch
7139,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,pentagon,label_friend,5,label_friend,x,752,0,PMT1,self,mismatch
31138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,square,label_you,6,label_you,x,744,1,PMT1,friend,mismatch
40138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,square,label_you,6,label_you,x,740,1,PMT1,friend,mismatch
51141,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,square,label_you,6,label_you,x,935,0,PMT1,friend,mismatch
5833,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,square,label_you,6,label_you,x,974,1,PMT1,friend,mismatch
6630,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,square,label_you,6,label_you,x,751,1,PMT1,friend,mismatch
7232,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,square,label_you,6,label_you,x,926,1,PMT1,friend,mismatch
37138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,trapeze,label_1,7,label_1,x,685,1,PMT1,9,mismatch
41138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,trapeze,label_1,7,label_1,x,922,1,PMT1,9,mismatch
53138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,trapeze,label_1,7,label_1,x,1142,1,PMT1,9,mismatch
5779,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,trapeze,label_1,7,label_1,x,1171,0,PMT1,9,mismatch
7030,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,trapeze,label_1,7,label_1,x,836,1,PMT1,9,mismatch
7330,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,trapeze,label_1,7,label_1,x,790,0,PMT1,9,mismatch
34138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,kite,label_9,8,label_9,x,1022,0,PMT1,1,mismatch
35138,20,31,37,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,kite,label_9,8,label_9,x,972,1,PMT1,1,mismatch
44138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,kite,label_9,8,label_9,x,1121,0,PMT1,1,mismatch
47138,20,31,37,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,kite,label_9,8,label_9,x,1167,0,PMT1,1,mismatch
6139,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,kite,label_9,8,label_9,x,1287,0,PMT1,1,mismatch
6430,20,31,37,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,kite,label_9,8,label_9,x,1218,0,PMT1,1,mismatch
34530,20,31,37,female,Bachelor degree,right-handed,PMT2,1,0 -250; 0 250,octagon,label_you,1,label_you,n,959,1,PMT2,self,match
34830,20,31,37,female,Bachelor degree,right-handed,PMT2,1,0 -250; 0 250,octagon,label_you,1,label_you,n,819,1,PMT2,self,match
35030,20,31,37,female,Bachelor degree,right-handed,PMT2,2,0 -250; 0 250,octagon,label_you,1,label_you,n,805,1,PMT2,self,match
35830,20,31,37,female,Bachelor degree,right-handed,PMT2,2,0 -250; 0 250,octagon,label_you,1,label_you,n,782,1,PMT2,self,match
36630,20,31,37,female,Bachelor degree,right-handed,PMT2,3,0 -250; 0 250,octagon,label_you,1,label_you,n,710,1,PMT2,self,match
36830,20,31,37,female,Bachelor degree,right-handed,PMT2,3,0 -250; 0 250,octagon,label_you,1,label_you,n,803,1,PMT2,self,match
34030,20,31,37,female,Bachelor degree,right-handed,PMT2,1,0 -250; 0 250,rhomboid,label_friend,2,label_friend,n,1078,1,PMT2,friend,match
34330,20,31,37,female,Bachelor degree,right-handed,PMT2,1,0 -250; 0 250,rhomboid,label_friend,2,label_friend,n,750,1,PMT2,friend,match
35232,20,31,37,female,Bachelor degree,right-handed,PMT2,2,0 -250; 0 250,rhomboid,label_friend,2,label_friend,n,746,1,PMT2,friend,match
36330,20,31,37,female,Bachelor degree,right-handed,PMT2,2,0 -250; 0 250,rhomboid,label_friend,2,label_friend,n,638,1,PMT2,friend,match
37139,20,31,37,female,Bachelor degree,right-handed,PMT2,3,0 -250; 0 250,rhomboid,label_friend,2,label_friend,n,746,1,PMT2,friend,match
37630,20,31,37,female,Bachelor degree,right-handed,PMT2,3,0 -250; 0 250,rhomboid,label_friend,2,label_friend,n,625,1,PMT2,friend,match
33530,20,31,37,female,Bachelor degree,right-handed,PMT2,1,0 -250; 0 250,triangle,label_9,3,label_9,n,1026,1,PMT2,9,match
34630,20,31,37,female,Bachelor degree,right-handed,PMT2,1,0 -250; 0 250,triangle,label_9,3,label_9,n,760,1,PMT2,9,match
35530,20,31,37,female,Bachelor degree,right-handed,PMT2,2,0 -250; 0 250,triangle,label_9,3,label_9,n,574,1,PMT2,9,match
36430,20,31,37,female,Bachelor degree,right-handed,PMT2,2,0 -250; 0 250,triangle,label_9,3,label_9,n,793,1,PMT2,9,match
37232,20,31,37,female,Bachelor degree,right-handed,PMT2,3,0 -250; 0 250,triangle,label_9,3,label_9,n,685,1,PMT2,9,match
38030,20,31,37,female,Bachelor degree,right-handed,PMT2,3,0 -250; 0 250,triangle,label_9,3,label_9,n,694,1,PMT2,9,match
34139,20,31,37,female,Bachelor degree,right-handed,PMT2,1,0 -250; 0 250,diamond,label_1,4,label_1,n,898,1,PMT2,1,match
34730,20,31,37,female,Bachelor degree,right-handed,PMT2,1,0 -250; 0 250,diamond,label_1,4,label_1,n,1106,1,PMT2,1,match
35430,20,31,37,female,Bachelor degree,right-handed,PMT2,2,0 -250; 0 250,diamond,label_1,4,label_1,n,1307,1,PMT2,1,match
36232,20,31,37,female,Bachelor degree,right-handed,PMT2,2,0 -250; 0 250,diamond,label_1,4,label_1,n,1650,0,PMT2,1,match
36930,20,31,37,female,Bachelor degree,right-handed,PMT2,3,0 -250; 0 250,diamond,label_1,4,label_1,n,915,0,PMT2,1,match
37730,20,31,37,female,Bachelor degree,right-handed,PMT2,3,0 -250; 0 250,diamond,label_1,4,label_1,n,942,1,PMT2,1,match
33930,20,31,37,female,Bachelor degree,right-handed,PMT2,1,0 -250; 0 250,octagon,label_friend,1,label_friend,n,983,1,PMT2,self,mismatch
34430,20,31,37,female,Bachelor degree,right-handed,PMT2,1,0 -250; 0 250,octagon,label_friend,1,label_friend,n,809,1,PMT2,self,mismatch
35139,20,31,37,female,Bachelor degree,right-handed,PMT2,2,0 -250; 0 250,octagon,label_friend,1,label_friend,n,1036,1,PMT2,self,mismatch
35730,20,31,37,female,Bachelor degree,right-handed,PMT2,2,0 -250; 0 250,octagon,label_friend,1,label_friend,n,927,1,PMT2,self,mismatch
36730,20,31,37,female,Bachelor degree,right-handed,PMT2,3,0 -250; 0 250,octagon,label_friend,1,label_friend,n,840,1,PMT2,self,mismatch
